,id,title,abstract,field,sdg_relation,sdg_label,text_processed
0,e3933cc0eb79cfd0623cc6c4cfd350089c25d17b,Visible Fictions: Cinema: Television: Video,"This revised edition of a standard textbook combines an examination of the cinema and television industries with a detailed analysis of their aesthetic and semiotic characteristics. John Ellis draws on his experience as an independent television producer to provide a comprehensive and challenging overview of the place of film, television and video in our daily lives and their future prospects in a changing media landscape.",Art,3,0,revised edition standard textbook combine examination cinema television industry detailed analysis aesthetic semiotic characteristic john elli draw experience independent television producer provide comprehensive challenging overview place film television video daily life future prospect changing medium landscape
1,fa4681406a3d517ba317a6a2c1f16efe5fbcfd79,An Archeology of Postmodern Architecture: A Reading of Charles Jencks' work,An Archeology of Postmoden Architecture: A Reading of Charles Jencks' Work,Art,1,0,archeology postmoden architecture reading charles jencks work
2,bd555b45ff402dcb15e71d02f6252bb2128f597f,Film light: Meaning and emotion,"A unique and wide-ranging analysis of the aesthetic and emotional impact of lighting in cinema. Lara Thompson looks at the way light informs the cinematic experience, from constructing star identities, sculpting natural light and creating imaginary worlds, to the seductive power of darkness, fading representations of the past and arresting twilight encounters. 
 
This groundbreaking and accessible introductory study investigates the way illumination has transcended its diffuse functional boundaries and been elevated to a position of narrative and emotional importance, transforming it from an unobtrusive element of film style to an expressive and essential component. It includes analyses of over fifty renowned international films, discussed in inventive and illuminating combinations, from cinema's earliest moments to its most recent digital manifestations.",Art,5,0,unique wideranging analysis aesthetic emotional impact lighting cinema lara thompson look way light informs cinematic experience constructing star identity sculpting natural light creating imaginary world seductive power darkness fading representation past arresting twilight encounter groundbreaking accessible introductory study investigates way illumination transcended diffuse functional boundary elevated position narrative emotional importance transforming unobtrusive element film style expressive essential component includes analysis fifty renowned international film discussed inventive illuminating combination cinema earliest moment recent digital manifestation
3,554630c8ab19217db86555c82d599815432e09f2,Contribution à l'étude de la qualité sonore des moteurs automobiles,"Les travaux presentes dans cette these concernent la recherche de solutions techniques sur les moteurs a combustion interne de maniere a en maitriser la sonorite. L'acoustique est a l'heure actuelle une preoccupation majeure des constructeurs automobiles, qui cherchent aussi bien a reduire le niveau de bruit emis par les vehicules qu'a produire des sonorites voulues. De nouveaux outils de qualite sonore, permettant d'accompagner le developpement d'un moteur des les premieres phases de la conception, sont dans un premier temps concus et realises. Ces outils sont destines a ""ecoute de moteurs virtuels avec une relation directe entre la mecanique et le son, et sont capables d'analyses physiques sur le signal produit, permettant d'objectiver les sonorites entendues. Ces outils sont ensuite utilises de maniere a degager des modifications mecaniques, au cœur meme du moteur, presentant un bon potentiel de sculpture harmonique de la sonorite d'un moteur automobile. Compte tenu de la composition harmonique du son d'un moteur, une analogie est faite avec la musique, analogie qui nous a permis de nous guider pour la recherche de consonance dans les sonorites des diverses architectures moteur etudiees. Les solutions envisagees sont modelisees en elements finis, puis les resultats des calculs sont ecoutes grâce aux outils developpes, et juges par un panel d'experts en acoustique moteur chez Renault. Les resultats de ces ecoutes montrent que les modifications effectuees sur les modeles elements finis de moteurs ont un impact fort sur leur sonorite, et permettent une reelle sculpture harmonique du son moteur, avec le dosage de grandes familles d'harmoniques independamment les unes des autres. De plus, la modification motivee par la recherche d'une plus grande consonance dans le son d'un moteur est clairement preferee.",Art,2,0,le travaux presentes dans cette concernent la recherche de solution technique sur le moteurs combustion interne de maniere en maitriser la sonorite lacoustique est lheure actuelle une preoccupation majeure de constructeurs automobile qui cherchent aussi bien reduire le niveau de bruit emis par le vehicules qua produire de sonorites voulues de nouveaux outils de qualite sonore permettant daccompagner le developpement dun moteur de le premiere phase de la conception sont dans un premier temp concus et realises ce outils sont destines ecoute de moteurs virtuels avec une relation directe entre la mecanique et le son et sont capables danalyses physique sur le signal produit permettant dobjectiver le sonorites entendues ce outils sont ensuite utilises de maniere degager de modification mecaniques au cœur meme du moteur presentant un bon potentiel de sculpture harmonique de la sonorite dun moteur automobile compte tenu de la composition harmonique du son dun moteur une analogie est faite avec la musique analogie qui nous permis de nous guider pour la recherche de consonance dans le sonorites de diver architecture moteur etudiees le solution envisagees sont modelisees en element finis puis le resultats de calculs sont ecoutes grâce aux outils developpes et juges par un panel dexperts en acoustique moteur chez renault le resultats de ce ecoutes montrent que le modification effectuees sur le modeles element finis de moteurs ont un impact fort sur leur sonorite et permettent une reelle sculpture harmonique du son moteur avec le dosage de grandes familles dharmoniques independamment le unes de autres de plus la modification motivee par la recherche dune plus grande consonance dans le son dun moteur est clairement preferee
4,54e74343616cfe08a21f4a63de02d2aa12746b07,L'art solutréen du Roc de Sers (Charente),"Gisement cle de l'art paleolithique, le site d'habitat solutreen du Roc de Sers et le dispositif parietal sculpte qui le caracterise sont presentes selon une approche scientifique exigeante. Au-dela de la relation forme-support, qui trouvera son plein developpement au Magdalenien, et de normes gestuelles issues d'une transmission controlee des procedes techniques de la sculpture, l'expression artistique et symbolique, replacee dans son contexte techno-economique et socio-culturel, s'enrichit ici d'innovations originales: constructions complexes, art du contour et maitrise des ombres creent des effets visuels suggerant les volumes et une traduction de la perspective. Cette maitrise de la troisieme dimension, avancee considerable dans l'art parietal, conjugue representations figuratives, mais aussi composites, non conventionnelles, voire abstraites, reflets d'une societe ou s'affirme le concept de regionalisation.",Art,3,0,gisement cle de lart paleolithique le site dhabitat solutreen du roc de sers et le dispositif parietal sculpte qui le caracterise sont presentes selon une approche scientifique exigeante audela de la relation formesupport qui trouvera son plein developpement au magdalenien et de normes gestuelles issue dune transmission controlee de procedes technique de la sculpture lexpression artistique et symbolique replacee dans son contexte technoeconomique et socioculturel senrichit ici dinnovations originales construction complex art du contour et maitrise de ombres creent de effets visuels suggerant le volume et une traduction de la perspective cette maitrise de la troisieme dimension avancee considerable dans lart parietal conjugue representation figuratives mais aussi composite non conventionnelles voire abstraites reflets dune societe ou saffirme le concept de regionalisation
5,0c600c23083db7a7f124ef96eb0e5dbe1a883223,"Intimate Bonds: Family and Slavery in the French Antilles. By Jennifer L. Palmer. (Philadelphia, PA: University of Pennsylvania Press, 2016. Pp. 267. $45.00.)","his most enduring influence. Two wildly popular rowing regattas he staged in 1873 and 1874, Nicholson argues, were critical moments in the development of intercollegiate athletics. Despite his accomplishments, Morrissey’s unseemly life and his untimely death in 1878 led revisionists and reformers to erase his important role in early American sport. Nicholson’s biography is a lively account of a unique nineteenth-century Irish-American life. It will be of interest to a wide range of readers interested in topics such as the culture of antebellum New York, the history of Saratoga, and the revival of American horse racing after the Civil War. Nicholson’s claims for Morrissey’s importance are difficult to evaluate, however, because he does not engage with the wider body of scholarship on the nineteenth-century transformation of sport. In particular, the argument that the Saratoga regattas marked “the birth of intercollegiate sports on the modern scale” (in the words of journalist Edward Hotaling, quoted approvingly by Nicholson) cannot be sustained without reference to this literature (124). Nonetheless The Notorious John Morrissey adds to our understanding of this important chapter in the history of American sport and leisure culture.",Art,4,0,enduring influence two wildly popular rowing regatta staged nicholson argues critical moment development intercollegiate athletics despite accomplishment morrisseys unseemly life untimely death led revisionist reformer erase important role early american sport nicholsons biography lively account unique nineteenthcentury irishamerican life interest wide range reader interested topic culture antebellum new york history saratoga revival american horse racing civil war nicholsons claim morrisseys importance difficult evaluate however engage wider body scholarship nineteenthcentury transformation sport particular argument saratoga regatta marked birth intercollegiate sport modern scale word journalist edward hotaling quoted approvingly nicholson sustained without reference literature nonetheless notorious john morrissey add understanding important chapter history american sport leisure culture
6,1da2537558509e3cca599571a579b975b545f356,Playing with History: Acknowledgements,"Preface Acknowledgements List of abbreviations Part I. Historically Informed Performance in Music Criticism: 1. Joining the historical performance debate Part II. Historically Informed Performance and the Implications for Work, Composer and Notation: 2. Historical performance and 'truth to the work': history and the subversion of Platonism 3. Historical performance and 'truth to the composer': rehabilitating intention 4. Negotiating between work, composer and performer: rewriting the story of notational progress Part III. Historically Informed Performance within the Culture of the Late Twentieth Century: 5. Historical performance at the crossroads of modernism and postmodernism 6. 'A reactionary wolf in countercultural sheep's clothing?' - historical performance, the heritage Industry and the politics of revival Notes Bibliography Index.",Art,3,0,preface acknowledgement list abbreviation part historically informed performance music criticism joining historical performance debate part ii historically informed performance implication work composer notation historical performance truth work history subversion platonism historical performance truth composer rehabilitating intention negotiating work composer performer rewriting story notational progress part iii historically informed performance within culture late twentieth century historical performance crossroad modernism postmodernism reactionary wolf countercultural sheep clothing historical performance heritage industry politics revival note bibliography index
7,943968f4f2cc3e9bed16f849a8a7fcc1b6500533,Dreaming of Italy: Las Vegas and the Virtual Grand Tour,"Giovanna Franci offers a provocative interpretation of Las Vegas's appeal in this colorful work featuring numerous photographs of buildings, statues, and other objects alongside their authentic inspirations in Italy. Federico Zignani's expert photography complements his mother's text. Franci begins by reviewing the various phases that Las Vegas has undergone from a city dedicated to gambling to a modern venue of dramatically themed resorts dedicated to mass tourism. She traces the evolution of Las Vegas from its 1940s western phase epitomized by El Rancho Vegas and Hotel Last Frontier and the clubs downtown, to the ""sleek supper-club architecture"" of the Flamingo, Desert Inn, and Sands, before addressing the mega-resort trend of recent decades (p. 26). Her book is firmly set in the literature of postmodern architecture and Las Vegas history. Indeed, she moves the field of inquiry popularized by Robert Venturi, Denise Scott Brown, and Steven Izenour in the 1970s, and extended by Alan Hess, Frances Anderton, and John Chase in the 1990s, in a new direction partially inspired by Manfred Pfister's edited work on the ""Italies"" of British travelers.[1]",Art,4,0,giovanna franci offer provocative interpretation la vega appeal colorful work featuring numerous photograph building statue object alongside authentic inspiration italy federico zignanis expert photography complement mother text franci begin reviewing various phase la vega undergone city dedicated gambling modern venue dramatically themed resort dedicated mass tourism trace evolution la vega western phase epitomized el rancho vega hotel last frontier club downtown sleek supperclub architecture flamingo desert inn sand addressing megaresort trend recent decade p book firmly set literature postmodern architecture la vega history indeed move field inquiry popularized robert venturi denise scott brown steven izenour extended alan hess france anderton john chase new direction partially inspired manfred pfisters edited work italy british traveler
8,d85ea2ee18016496de0c7f9c8edf7b3e1efce8ea,TINJAUAN HUKUM ISLAM TENTANGJUAL BELI PACAK KUCING(Studi di Belle Pet Shop Bandar Lampung),"Mu’amalahmerupakan bidang keilmuan Islam yang 
sangat luas untuk dikaji dan erat kaitannya dengan berbisnis 
atau berniaga. Dalam mu’amalah terdapat beberapa materi 
kajian, di antaranya adalah jual beli, utang-piutang, sewamenyewa, 
dan lain sebagainya. Termasuk pembahasan di 
skripsi ini yang mengambil pokok kajian tentang jual beli. 
Adapun sahnya jual beli apabila terpenuhinya 
rukun dan syarat, diantaranya adalah wujud dari objek 
transaksi dapat diketahui dengan jelas, dapat deserahkan dan 
dapat dihargakan. Begitu pula dalam akad jual beli yang 
harus dilakukan berdasarkan keinginannya sendiri tanpa 
adanya unsur keterpaksaan dari siapapun. 
Penelitian skripsi ini dilakukan di Belle Pet Shop 
Bandar Lampung, yaitu toko penjual produk dan jasa khusus 
hewan.Toko ini menjual aneka keperluan hewan mulai dari 
makanan, assesoris, serta kebutuhan pendukung lain seperti 
tempat makan, kandang dan lain sebagainya. Selain produk, 
toko ini juga menyediakan jasa berupa perawatan hewan 
seperti mandi, grooming, danpacak kucing. 
Transaksi jual beli pacak kucing di Belle Pet Shop 
Bandar Lampungmerupakan transaksi jual beli yang 
menggunakan kucing pejantan dan betina sebagai 
mediatornya. Kucing pejantan berasal dari toko (penjual), 
sedangkan kucing betina berasal dari pembeli. Adapun 
objeknya adalah sperma dari kucing pejantan itu sendiri.Berdasarkan penjelasan di atas, maka dapat diambil 
rumusan masalah sebagai berikut : bagaimana sistem jual 
beli pacak kucing di Belle Pet Shop Bandar Lampung? 
Selanjutnya, bagaimanatinjauan transaksi tersebut menurut 
hukum Islam?Selain itu, penelitian ini juga memiliki tujuan 
yang ingin dicapai, diantaranya : untuk mengetahui 
bagaimana sistem jual belipacak kucing di Belle Pet Shop 
Bandar Lampung dan bagaimanakah tinjauan hukum Islam 
mengenai transaksi tersebut. 
Menurut jenisnya, penelitian ini tergolong 
penelitian lapangan (field research).Data primer 
dikumpulkan dari wawancara dan dokumentasi, dengan 
menggunakan metode wawancara terarah.Adapun 
populasinya berjumlah 7 (tujuh) orang yang semuanya 
diambil dari pihak toko, dengan demikian semuanya layak 
untuk dijadikan sampel. Pengolahan data dilakukan melalui 
editingdan sistematisasi data. Analisis data dilakukan secara 
kualitatif dengan metode berfikir deduktif sehingga 
mendapatkan kesimpulan yang bersifat khusus. 
Berdasarkanhasilpenelitian, 
dapatdisimpulkanbahwa: Sistem transaksi jual beli pacak 
kucing di Belle Pet Shop Bandar Lampungdilakukan dengan 
mencampur kedua kucing pejantan dan betina ke dalam satu 
kandang selama waktu yang ditentukan. Sedangkan tinjauan 
hukum islam tentang jual beli pacak kucing di Belle Pet 
Shop Bandar Lampungadalah tidak sah. Hal itu dikarenakan 
tidak terpenuhi salah satu syarat dari rukun jual beli, yaitu 
objek yang tidak diketahui.",Art,3,0,muamalahmerupakan bidang keilmuan islam yang sangat luas untuk dikaji dan erat kaitannya dengan berbisnis atau berniaga dalam muamalah terdapat beberapa materi kajian di antaranya adalah jual beli utangpiutang sewamenyewa dan lain sebagainya termasuk pembahasan di skripsi ini yang mengambil pokok kajian tentang jual beli adapun sahnya jual beli apabila terpenuhinya rukun dan syarat diantaranya adalah wujud dari objek transaksi dapat diketahui dengan jelas dapat deserahkan dan dapat dihargakan begitu pula dalam akad jual beli yang harus dilakukan berdasarkan keinginannya sendiri tanpa adanya unsur keterpaksaan dari siapapun penelitian skripsi ini dilakukan di belle pet shop bandar lampung yaitu toko penjual produk dan jasa khusus hewantoko ini menjual aneka keperluan hewan mulai dari makanan assesoris serta kebutuhan pendukung lain seperti tempat makan kandang dan lain sebagainya selain produk toko ini juga menyediakan jasa berupa perawatan hewan seperti mandi grooming danpacak kucing transaksi jual beli pacak kucing di belle pet shop bandar lampungmerupakan transaksi jual beli yang menggunakan kucing pejantan dan betina sebagai mediatornya kucing pejantan berasal dari toko penjual sedangkan kucing betina berasal dari pembeli adapun objeknya adalah sperma dari kucing pejantan itu sendiriberdasarkan penjelasan di atas maka dapat diambil rumusan masalah sebagai berikut bagaimana sistem jual beli pacak kucing di belle pet shop bandar lampung selanjutnya bagaimanatinjauan transaksi tersebut menurut hukum islamselain itu penelitian ini juga memiliki tujuan yang ingin dicapai diantaranya untuk mengetahui bagaimana sistem jual belipacak kucing di belle pet shop bandar lampung dan bagaimanakah tinjauan hukum islam mengenai transaksi tersebut menurut jenisnya penelitian ini tergolong penelitian lapangan field researchdata primer dikumpulkan dari wawancara dan dokumentasi dengan menggunakan metode wawancara terarahadapun populasinya berjumlah tujuh orang yang semuanya diambil dari pihak toko dengan demikian semuanya layak untuk dijadikan sampel pengolahan data dilakukan melalui editingdan sistematisasi data analisis data dilakukan secara kualitatif dengan metode berfikir deduktif sehingga mendapatkan kesimpulan yang bersifat khusus berdasarkanhasilpenelitian dapatdisimpulkanbahwa sistem transaksi jual beli pacak kucing di belle pet shop bandar lampungdilakukan dengan mencampur kedua kucing pejantan dan betina ke dalam satu kandang selama waktu yang ditentukan sedangkan tinjauan hukum islam tentang jual beli pacak kucing di belle pet shop bandar lampungadalah tidak sah hal itu dikarenakan tidak terpenuhi salah satu syarat dari rukun jual beli yaitu objek yang tidak diketahui
9,ab2c25b1b07358a58d077d2b9e1c5bfc8cd24a09,"Fragments d'images, images de fragments. La statuaire gravettienne, du geste au symbole.","Ce travail pose la question du sens et de la fonction des statuettes feminines gravettiennes. L'hypothese d'une utilisation en contexte rituel menant a la fragmentation intentionnelle des sculptures, centrale dans la recherche europeenne, est testee dans cette etude. La recherche est appliquee a la serie de statuettes animales et feminines de Kostienki 1.1, site gravettien de la plaine russe date des environs de 23 000 ans avant notre ere, une des plus riches du Paleolithique superieur avec 297 pieces sculptees dont 289 en calcaire et 8 en ivoire. La classification des pieces selon leur place dans la chaine de fabrication (support, ebauche, piece achevee) et leur integrite (entiere, fragmentaire, fragment), etape prealable indispensable a l'inventaire des representations, a necessite de developper une approche technique. Trois outils principaux ont ete utilises a cette fin : l'observation de recurrences morphologiques et techniques, la reconstitution par defaut et l'experimentation. L'etude a permis de caracteriser un systeme technique peu connu auparavant (la sculpture en ronde-bosse gravettienne), d'identifier de nouveaux codes de representation distants du realisme visuel et de remettre en question la nature fragmentaire de la majorite des representations. Ainsi, il ne s'agit pas de la fragmentation des representations mais de la representation du corps feminin fragmente. Outre le theme de la fragmentation du corps, le theme de la gestation caracterise egalement les representations feminines du site. L'interpretation iconographique de ces themes, jointe a l'analyse des indices temoins de l'usage materiel des statuettes, mene a proposer de nouvelles hypotheses fonctionnelles pour ces pieces.",Art,3,0,ce travail pose la question du sen et de la fonction de statuette feminine gravettiennes lhypothese dune utilisation en contexte rituel menant la fragmentation intentionnelle de sculpture centrale dans la recherche europeenne est testee dans cette etude la recherche est appliquee la serie de statuette animales et feminine de kostienki site gravettien de la plaine russe date de environs de an avant notre ere une de plus rich du paleolithique superieur avec piece sculptees dont en calcaire et en ivoire la classification de piece selon leur place dans la chaine de fabrication support ebauche piece achevee et leur integrite entiere fragmentaire fragment etape prealable indispensable linventaire de representation necessite de developper une approche technique trois outils principaux ont ete utilises cette fin lobservation de recurrence morphologiques et technique la reconstitution par defaut et lexperimentation letude permis de caracteriser un systeme technique peu connu auparavant la sculpture en rondebosse gravettienne didentifier de nouveaux code de representation distants du realisme visuel et de remettre en question la nature fragmentaire de la majorite de representation ainsi il ne sagit pa de la fragmentation de representation mais de la representation du corp feminin fragmente outre le theme de la fragmentation du corp le theme de la gestation caracterise egalement le representation feminine du site linterpretation iconographique de ce theme jointe lanalyse de index temoins de lusage materiel de statuette mene proposer de nouvelles hypothesis fonctionnelles pour ce piece
